"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"ebr00550","Peptidoglycan biosynthesis - Escherichia coli B REL606",23,-0.445149626906949,-1.23537644266819,0.187937892073169,0.187937892073169,0.623462225697274,1527,"tags=61%, list=40%, signal=37%","ECB_00086/ECB_00091/ECB_00808/ECB_00092/ECB_02927/ECB_00604/ECB_00601/ECB_00093/ECB_00087/ECB_00148/ECB_00089/ECB_00328/ECB_02411/ECB_00088"
"ebr00500","Starch and sucrose metabolism - Escherichia coli B REL606",35,0.503615831567663,1.22716696317005,0.205926135483393,0.205926135483393,0.663043903723618,592,"tags=29%, list=16%, signal=24%","ECB_03521/ECB_01948/ECB_03381/ECB_01706/ECB_01212/ECB_03367/ECB_01703/ECB_01705/ECB_03269/ECB_03268"
"ebr01501","beta-Lactam resistance - Escherichia coli B REL606",17,0.579488635370817,1.2429451603655,0.214856971096706,0.214856971096706,0.672033834407741,516,"tags=41%, list=14%, signal=36%","ECB_01307/ECB_01217/ECB_02907/ECB_01218/ECB_01219/ECB_01220/ECB_01221"
"ebr00521","Streptomycin biosynthesis - Escherichia coli B REL606",9,0.64527204659161,1.22980115645932,0.258226956447041,0.258226956447041,0.772117843044,337,"tags=33%, list=9%, signal=30%","ECB_01946/ECB_01945/ECB_01947"
"ebr01502","Vancomycin resistance - Escherichia coli B REL606",8,-0.570631686794612,-1.20970835190534,0.262309415942492,0.262309415942492,0.772117843044,874,"tags=62%, list=23%, signal=48%","ECB_00093/ECB_00087/ECB_03925/ECB_00328/ECB_00088"
"ebr00860","Porphyrin metabolism - Escherichia coli B REL606",22,0.520836400958636,1.17195501752097,0.278007339809177,0.278007339809177,0.772117843044,152,"tags=14%, list=4%, signal=13%","ECB_01900/ECB_01901/ECB_01902"
"ebr01232","Nucleotide metabolism - Escherichia coli B REL606",61,0.429013606649242,1.13333872690211,0.290279043916013,0.290279043916013,0.772117843044,195,"tags=7%, list=5%, signal=6%","ECB_03549/ECB_02532/ECB_01214/ECB_02161"
"ebr00625","Chloroalkane and chloroalkene degradation - Escherichia coli B REL606",4,0.72968527526279,1.20963736867486,0.29894177874319,0.29894177874319,0.772117843044,884,"tags=75%, list=23%, signal=58%","ECB_01436/ECB_03444/ECB_01215"
"ebr00626","Naphthalene degradation - Escherichia coli B REL606",4,0.72968527526279,1.20963736867486,0.29894177874319,0.29894177874319,0.772117843044,884,"tags=75%, list=23%, signal=58%","ECB_01436/ECB_03444/ECB_01215"
"ebr00970","Aminoacyl-tRNA biosynthesis - Escherichia coli B REL606",25,-0.393000686380075,-1.11287100410976,0.3032628728451,0.3032628728451,0.772117843044,1364,"tags=60%, list=36%, signal=39%","ECB_01688/ECB_02722/ECB_03446/ECB_01837/ECB_01607/ECB_00934/ECB_03410/ECB_00030/ECB_00637/ECB_00193/ECB_00611/ECB_00476/ECB_02306/ECB_02547/ECB_02406"
"ebr00280","Valine, leucine and isoleucine degradation - Escherichia coli B REL606",10,-0.510029529488048,-1.14626323962636,0.314948564816177,0.314948564816177,0.772117843044,1501,"tags=50%, list=40%, signal=30%","ECB_02265/ECB_03648/ECB_00115/ECB_02518/ECB_02151"
"ebr00190","Oxidative phosphorylation - Escherichia coli B REL606",42,-0.339430611914977,-1.08279270684888,0.315492837471446,0.315492837471446,0.772117843044,619,"tags=33%, list=16%, signal=28%","ECB_02202/ECB_00380/ECB_02204/ECB_02209/ECB_02213/ECB_02208/ECB_02210/ECB_02206/ECB_04023/ECB_02207/ECB_00379/ECB_02203/ECB_02201/ECB_02205"
"ebr00511","Other glycan degradation - Escherichia coli B REL606",3,-0.70538583638522,-1.15478587390161,0.317384978751259,0.317384978751259,0.772117843044,679,"tags=100%, list=18%, signal=82%","ECB_02946/ECB_00298"
"ebr00430","Taurine and hypotaurine metabolism - Escherichia coli B REL606",6,0.662737767950963,1.17640458385851,0.330673946525157,0.330673946525157,0.786958591272685,36,"tags=17%, list=1%, signal=17%","ECB_01451"
"ebr00562","Inositol phosphate metabolism - Escherichia coli B REL606",3,-0.693718998016917,-1.13568611396051,0.341465516710683,0.341465516710683,0.789342859785424,575,"tags=100%, list=15%, signal=85%","ECB_02425/ECB_00983"
"ebr00540","Lipopolysaccharide biosynthesis - Escherichia coli B REL606",37,0.447374882709061,1.09989774257497,0.346096484675147,0.346096484675147,0.789342859785424,392,"tags=22%, list=10%, signal=20%","ECB_03473/ECB_02814/ECB_00592/ECB_03487/ECB_02183/ECB_02817/ECB_03488/ECB_03985"
"ebr00340","Histidine metabolism - Escherichia coli B REL606",8,0.608340032907467,1.13538190497694,0.36433528966831,0.36433528966831,0.794782409601054,1381,"tags=75%, list=36%, signal=48%","ECB_01928/ECB_01924/ECB_01925/ECB_01921/ECB_01926/ECB_01923"
"ebr00750","Vitamin B6 metabolism - Escherichia coli B REL606",10,-0.488081972956933,-1.0969373167205,0.365628646798662,0.365628646798662,0.794782409601054,927,"tags=50%, list=24%, signal=38%","ECB_02458/ECB_02318/ECB_02245/ECB_00911/ECB_00004"
"ebr00999","Biosynthesis of various plant secondary metabolites - Escherichia coli B REL606",3,-0.679729548585677,-1.1127840116591,0.370261612934337,0.370261612934337,0.794782409601054,1204,"tags=100%, list=32%, signal=68%","ECB_03132/ECB_02772"
"ebr03420","Nucleotide excision repair - Escherichia coli B REL606",8,-0.508207278954001,-1.07737197929392,0.395162738208213,0.395162738208213,0.831921554122553,449,"tags=50%, list=12%, signal=44%","ECB_02311/ECB_03689/ECB_00746/ECB_01878"
"ebr01220","Degradation of aromatic compounds - Escherichia coli B REL606",22,-0.376466822215026,-1.03352320771831,0.40829758513971,0.40829758513971,0.836399359963475,915,"tags=36%, list=24%, signal=28%","ECB_02431/ECB_02236/ECB_00302/ECB_00306/ECB_02434/ECB_00305/ECB_02432/ECB_02430"
"ebr00650","Butanoate metabolism - Escherichia coli B REL606",33,0.434995631065562,1.04972082982219,0.41257006890506,0.41257006890506,0.836399359963475,491,"tags=18%, list=13%, signal=16%","ECB_01451/ECB_02981/ECB_01279/ECB_03365/ECB_04026/ECB_01349"
"ebr00790","Folate biosynthesis - Escherichia coli B REL606",26,0.447750091724328,1.03783997510632,0.430784297028017,0.430784297028017,0.855212956617871,255,"tags=15%, list=7%, signal=14%","ECB_00330/ECB_02710/ECB_01254/ECB_02610"
"ebr00310","Lysine degradation - Escherichia coli B REL606",17,-0.392061135835973,-1.00918625902067,0.446982608720644,0.446982608720644,0.855212956617871,970,"tags=41%, list=26%, signal=31%","ECB_01656/ECB_00115/ECB_02515/ECB_02518/ECB_02516/ECB_02151/ECB_02517"
"ebr01210","2-Oxocarboxylic acid metabolism - Escherichia coli B REL606",27,-0.347734763322615,-1.00278186133469,0.448620233816665,0.448620233816665,0.855212956617871,461,"tags=30%, list=12%, signal=26%","ECB_03649/ECB_00932/ECB_03285/ECB_02215/ECB_03896/ECB_00074/ECB_00073/ECB_00075"
"ebr02026","Biofilm formation - Escherichia coli - Escherichia coli B REL606",40,0.408899783029363,1.0174051384861,0.453098402977353,0.453098402977353,0.855212956617871,569,"tags=30%, list=15%, signal=26%","ECB_03381/ECB_01024/ECB_01862/ECB_01067/ECB_01026/ECB_01023/ECB_01318/ECB_02631/ECB_01262/ECB_03269/ECB_03257/ECB_02056"
"ebr01200","Carbon metabolism - Escherichia coli B REL606",112,-0.260580946970754,-0.99654536060258,0.464842977541315,0.464842977541315,0.862509717471843,715,"tags=26%, list=19%, signal=22%","ECB_02984/ECB_04074/ECB_03827/ECB_02756/ECB_02844/ECB_00113/ECB_02737/ECB_00720/ECB_03951/ECB_02137/ECB_02624/ECB_03650/ECB_00278/ECB_02222/ECB_02151/ECB_00911/ECB_03777/ECB_02736/ECB_00471/ECB_03238/ECB_03778/ECB_03712/ECB_02735/ECB_04023/ECB_02241/ECB_00114/ECB_02761/ECB_02443/ECB_02707"
"ebr02030","Bacterial chemotaxis - Escherichia coli B REL606",17,-0.384583544781581,-0.989938541119281,0.472820916670738,0.472820916670738,0.862690795329066,969,"tags=29%, list=26%, signal=22%","ECB_01859/ECB_01856/ECB_01860/ECB_04232/ECB_03637"
"ebr00220","Arginine biosynthesis - Escherichia coli B REL606",18,0.458955045073486,0.995167826074267,0.492637631904354,0.492637631904354,0.884112402382274,812,"tags=56%, list=21%, signal=44%","ECB_00436/ECB_04120/ECB_03038/ECB_02666/ECB_03210/ECB_03843/ECB_03755/ECB_03845/ECB_03844/ECB_03842"
"ebr00250","Alanine, aspartate and glutamate metabolism - Escherichia coli B REL606",33,0.398427416488373,0.96147530777625,0.529202296653844,0.529202296653844,0.906196194497839,445,"tags=18%, list=12%, signal=16%","ECB_01451/ECB_00436/ECB_03038/ECB_01279/ECB_04112/ECB_03365"
"ebr00680","Methane metabolism - Escherichia coli B REL606",32,-0.317199720127811,-0.952453512090145,0.530633383204078,0.530633383204078,0.906196194497839,521,"tags=28%, list=14%, signal=24%","ECB_03951/ECB_02624/ECB_02222/ECB_00911/ECB_03777/ECB_01001/ECB_03778/ECB_02761/ECB_02443"
"ebr00330","Arginine and proline metabolism - Escherichia coli B REL606",25,0.416739259511032,0.959157715328377,0.532227923861432,0.532227923861432,0.906196194497839,952,"tags=48%, list=25%, signal=36%","ECB_01553/ECB_01277/ECB_00239/ECB_01278/ECB_01275/ECB_00120/ECB_03988/ECB_00240/ECB_01401/ECB_00119/ECB_01274/ECB_02942"
"ebr00053","Ascorbate and aldarate metabolism - Escherichia coli B REL606",19,-0.35546594604526,-0.940914322335074,0.54131054983044,0.54131054983044,0.906196194497839,517,"tags=21%, list=14%, signal=18%","ECB_02632/ECB_04064/ECB_04061/ECB_00063"
"ebr00785","Lipoic acid metabolism - Escherichia coli B REL606",3,-0.591906902935731,-0.969009717685558,0.556979662359462,0.556979662359462,0.906196194497839,1547,"tags=100%, list=41%, signal=59%","ECB_04262/ECB_00597"
"ebr00910","Nitrogen metabolism - Escherichia coli B REL606",25,0.405916148335754,0.934247485848666,0.564935538433163,0.564935538433163,0.906196194497839,497,"tags=24%, list=13%, signal=21%","ECB_01202/ECB_03216/ECB_03217/ECB_01203/ECB_01201/ECB_03942"
"ebr00230","Purine metabolism - Escherichia coli B REL606",77,0.347981000991603,0.94585953404547,0.565898865848168,0.565898865848168,0.906196194497839,306,"tags=9%, list=8%, signal=9%","ECB_03549/ECB_02532/ECB_00465/ECB_02161/ECB_01885/ECB_00462/ECB_00466"
"ebr00240","Pyrimidine metabolism - Escherichia coli B REL606",54,0.360447408173443,0.936782196748859,0.571165005282051,0.571165005282051,0.906196194497839,307,"tags=7%, list=8%, signal=7%","ECB_02532/ECB_01214/ECB_02161/ECB_02075"
"ebr01212","Fatty acid metabolism - Escherichia coli B REL606",21,-0.336425464803116,-0.913040130396874,0.58553360198792,0.58553360198792,0.915721723409679,587,"tags=33%, list=16%, signal=28%","ECB_03114/ECB_00183/ECB_01089/ECB_00178/ECB_02151/ECB_02248/ECB_02241"
"ebr00630","Glyoxylate and dicarboxylate metabolism - Escherichia coli B REL606",39,-0.290805824409299,-0.912588301658591,0.612421519143174,0.612421519143174,0.927670219599664,680,"tags=33%, list=18%, signal=28%","ECB_02989/ECB_02844/ECB_01770/ECB_02737/ECB_02644/ECB_02990/ECB_02151/ECB_03777/ECB_02736/ECB_03778/ECB_02735/ECB_00458/ECB_02443"
"ebr00730","Thiamine metabolism - Escherichia coli B REL606",15,0.418263315079791,0.876279756438635,0.639873365096647,0.639873365096647,0.927670219599664,279,"tags=13%, list=7%, signal=12%","ECB_00330/ECB_04031"
"ebr00552","Teichoic acid biosynthesis - Escherichia coli B REL606",3,-0.547861152291277,-0.896902499159225,0.643437719951654,0.643437719951654,0.927670219599664,1449,"tags=100%, list=38%, signal=62%","ECB_00808/ECB_02927"
"ebr00620","Pyruvate metabolism - Escherichia coli B REL606",58,0.334104273375822,0.876716215649812,0.662682294018739,0.662682294018739,0.927670219599664,674,"tags=26%, list=18%, signal=22%","ECB_02981/ECB_01671/ECB_01437/ECB_00876/ECB_01436/ECB_02063/ECB_04026/ECB_01621/ECB_01349/ECB_03403/ECB_00280/ECB_01580/ECB_00907/ECB_03444/ECB_04073"
"ebr00051","Fructose and mannose metabolism - Escherichia coli B REL606",41,0.3437457601788,0.858575184765035,0.67537866720158,0.67537866720158,0.927670219599664,791,"tags=27%, list=21%, signal=21%","ECB_03417/ECB_02762/ECB_01932/ECB_01959/ECB_01955/ECB_01692/ECB_01696/ECB_03801/ECB_03810/ECB_01582/ECB_01933"
"ebr00052","Galactose metabolism - Escherichia coli B REL606",32,0.35319799973575,0.84799575956374,0.682803682803683,0.682803682803683,0.927670219599664,701,"tags=28%, list=19%, signal=23%","ECB_03521/ECB_01948/ECB_02018/ECB_01212/ECB_01692/ECB_02017/ECB_03002/ECB_03801/ECB_03007"
"ebr00300","Lysine biosynthesis - Escherichia coli B REL606",13,-0.345367301601896,-0.830752798441843,0.687939804443507,0.687939804443507,0.927670219599664,977,"tags=77%, list=26%, signal=57%","ECB_02686/ECB_00087/ECB_00002/ECB_02370/ECB_00035/ECB_03685/ECB_03285/ECB_03896/ECB_00164/ECB_03826"
"ebr00907","Pinene, camphor and geraniol degradation - Escherichia coli B REL606",5,-0.426038634559407,-0.796762542780801,0.714862507805939,0.714862507805939,0.927670219599664,2175,"tags=100%, list=57%, signal=43%","ECB_03737/ECB_02266/ECB_04135/ECB_02265"
"ebr00130","Ubiquinone and other terpenoid-quinone biosynthesis - Escherichia coli B REL606",20,-0.307224202027139,-0.82383759428094,0.719421174278067,0.719421174278067,0.927670219599664,675,"tags=30%, list=18%, signal=25%","ECB_02236/ECB_02187/ECB_01655/ECB_03912/ECB_00630/ECB_02188"
"ebr00670","One carbon pool by folate - Escherichia coli B REL606",13,-0.335104761274381,-0.806067096996853,0.720475450017131,0.720475450017131,0.927670219599664,786,"tags=31%, list=21%, signal=24%","ECB_00479/ECB_03827/ECB_02737/ECB_02443"
"ebr00470","D-Amino acid metabolism - Escherichia coli B REL606",14,0.388289514226411,0.803055566448859,0.722545355149573,0.722545355149573,0.927670219599664,109,"tags=7%, list=3%, signal=7%","ECB_00436"
"ebr00380","Tryptophan metabolism - Escherichia coli B REL606",9,0.405410730511312,0.772657963191413,0.738663345073447,0.738663345073447,0.927670219599664,572,"tags=22%, list=15%, signal=19%","ECB_01701/ECB_03592"
"ebr03440","Homologous recombination - Escherichia coli B REL606",28,-0.282681945116186,-0.822304169982643,0.7463151520667,0.7463151520667,0.927670219599664,1117,"tags=39%, list=30%, signal=28%","ECB_01834/ECB_00182/ECB_02668/ECB_03522/ECB_02670/ECB_00421/ECB_02549/ECB_02724/ECB_02667/ECB_04068/ECB_00423"
"ebr00592","alpha-Linolenic acid metabolism - Escherichia coli B REL606",3,0.477915895265803,0.754564767530994,0.74703271328775,0.74703271328775,0.927670219599664,1977,"tags=100%, list=52%, signal=48%","ECB_03700/ECB_03736/ECB_02266"
"ebr00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Escherichia coli B REL606",21,0.350391194353545,0.781600265380464,0.757630715289173,0.757630715289173,0.927670219599664,90,"tags=5%, list=2%, signal=5%","ECB_01661"
"ebr00401","Novobiocin biosynthesis - Escherichia coli B REL606",4,-0.423461287312642,-0.746715947119216,0.771387288699783,0.771387288699783,0.927670219599664,898,"tags=50%, list=24%, signal=38%","ECB_02489/ECB_00932"
"ebr00542","O-Antigen repeat unit biosynthesis - Escherichia coli B REL606",5,-0.394548822439799,-0.737871398314394,0.774859493098473,0.774859493098473,0.927670219599664,2294,"tags=100%, list=61%, signal=39%","ECB_03662/ECB_01940/ECB_01939/ECB_01937"
"ebr00040","Pentose and glucuronate interconversions - Escherichia coli B REL606",35,0.318993559792087,0.777295576317211,0.778209765527647,0.778209765527647,0.927670219599664,499,"tags=17%, list=13%, signal=15%","ECB_03417/ECB_01948/ECB_01212/ECB_01501/ECB_01930/ECB_03416"
"ebr02020","Two-component system - Escherichia coli B REL606",150,0.289424795307529,0.837725722826463,0.780485490493772,0.780485490493772,0.927670219599664,534,"tags=17%, list=14%, signal=15%","ECB_02179/ECB_00330/ECB_00436/ECB_01202/ECB_00981/ECB_01577/ECB_02907/ECB_01862/ECB_01067/ECB_02120/ECB_01437/ECB_01203/ECB_03585/ECB_01127/ECB_02897/ECB_02279/ECB_02631/ECB_00692/ECB_00195/ECB_00160/ECB_04026/ECB_00694/ECB_03067/ECB_03257/ECB_00693"
"ebr00061","Fatty acid biosynthesis - Escherichia coli B REL606",14,-0.30960487584639,-0.758894847215251,0.78191714610154,0.78191714610154,0.927670219599664,587,"tags=43%, list=16%, signal=36%","ECB_03114/ECB_00183/ECB_01089/ECB_00178/ECB_02248/ECB_02241"
"ebr00633","Nitrotoluene degradation - Escherichia coli B REL606",6,-0.370312082690631,-0.727341618764537,0.78498187055198,0.78498187055198,0.927670219599664,1221,"tags=67%, list=32%, signal=45%","ECB_00976/ECB_02870/ECB_01620/ECB_00539"
"ebr00564","Glycerophospholipid metabolism - Escherichia coli B REL606",29,0.324291742983979,0.766073521506966,0.785596579521668,0.785596579521668,0.927670219599664,339,"tags=10%, list=9%, signal=9%","ECB_02929/ECB_04030/ECB_03298"
