"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"ebr00970","Aminoacyl-tRNA biosynthesis - Escherichia coli B REL606",25,-0.683545355478101,-1.8139126875025,0.0141072692164694,0.0141072692164694,0.124283631581287,662,"tags=68%, list=17%, signal=56%","ECB_01847/ECB_01607/ECB_03446/ECB_01682/ECB_00934/ECB_02406/ECB_01837/ECB_01688/ECB_02722/ECB_00476/ECB_03410/ECB_00193/ECB_00030/ECB_00637/ECB_00611/ECB_02306/ECB_02547"
"ebr00900","Terpenoid backbone biosynthesis - Escherichia coli B REL606",15,-0.731986913098204,-1.74414343372493,0.0151887694522376,0.0151887694522376,0.124283631581287,398,"tags=40%, list=11%, signal=36%","ECB_00033/ECB_02597/ECB_02236/ECB_02407/ECB_02596/ECB_02825"
"ebr01200","Carbon metabolism - Escherichia coli B REL606",112,-0.46044082885599,-1.55789000896271,0.0166475573120504,0.0166475573120504,0.124283631581287,681,"tags=32%, list=18%, signal=27%","ECB_04023/ECB_02241/ECB_02354/ECB_00008/ECB_03465/ECB_00687/ECB_02221/ECB_03827/ECB_01822/ECB_01784/ECB_01821/ECB_02298/ECB_03777/ECB_03114/ECB_02137/ECB_02083/ECB_00115/ECB_01748/ECB_03712/ECB_02314/ECB_02737/ECB_02844/ECB_02765/ECB_02756/ECB_02624/ECB_02222/ECB_00911/ECB_03650/ECB_00113/ECB_03238/ECB_02443/ECB_02735/ECB_00720/ECB_00114/ECB_02736/ECB_02707"
"ebr00920","Sulfur metabolism - Escherichia coli B REL606",31,-0.643952292809551,-1.78351976461188,0.0170409515467126,0.0170409515467126,0.124283631581287,778,"tags=55%, list=21%, signal=44%","ECB_02607/ECB_02602/ECB_03825/ECB_03885/ECB_03465/ECB_02323/ECB_02609/ECB_00938/ECB_00315/ECB_02324/ECB_00318/ECB_02314/ECB_02601/ECB_02322/ECB_02608/ECB_00316/ECB_00317"
"ebr00750","Vitamin B6 metabolism - Escherichia coli B REL606",10,-0.755819378340799,-1.64336508707257,0.0264603119567247,0.0264603119567247,0.180115807705424,441,"tags=40%, list=12%, signal=35%","ECB_02458/ECB_02318/ECB_00911/ECB_00004"
"ebr00760","Nicotinate and nicotinamide metabolism - Escherichia coli B REL606",22,-0.63501601151234,-1.64221872390825,0.0291216696423928,0.0291216696423928,0.183458266572824,715,"tags=59%, list=19%, signal=48%","ECB_02594/ECB_00108/ECB_01737/ECB_02550/ECB_00608/ECB_00632/ECB_01572/ECB_02517/ECB_02626/ECB_02503/ECB_01482/ECB_01571/ECB_00431"
"ebr01503","Cationic antimicrobial peptide (CAMP) resistance - Escherichia coli B REL606",35,0.723348838587476,1.6399883837124,0.0305448557232074,0.0305448557232074,0.183458266572824,429,"tags=29%, list=11%, signal=26%","ECB_02179/ECB_02182/ECB_00592/ECB_02181/ECB_02183/ECB_02907/ECB_02180/ECB_03985/ECB_02184/ECB_03984"
"ebr00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Escherichia coli B REL606",21,-0.599485248811866,-1.53559507030226,0.0510182562255268,0.0510182562255268,0.28940180432024,612,"tags=48%, list=16%, signal=40%","ECB_00707/ECB_01237/ECB_02254/ECB_01235/ECB_02489/ECB_03132/ECB_01236/ECB_00932/ECB_02488/ECB_01234"
"ebr02020","Two-component system - Escherichia coli B REL606",150,0.533771683171396,1.40516028045517,0.0559420912967468,0.0559420912967468,0.300630629129332,541,"tags=19%, list=14%, signal=17%","ECB_02179/ECB_00692/ECB_00693/ECB_00694/ECB_03585/ECB_00330/ECB_03067/ECB_01203/ECB_02907/ECB_00436/ECB_01202/ECB_00981/ECB_02631/ECB_01577/ECB_02279/ECB_04025/ECB_02120/ECB_01858/ECB_04026/ECB_01446/ECB_03984/ECB_00195/ECB_01200/ECB_04274/ECB_01437/ECB_02897/ECB_01984/ECB_04275"
"ebr00780","Biotin metabolism - Escherichia coli B REL606",16,-0.624688965730665,-1.51006215923861,0.0620035016375619,0.0620035016375619,0.316544192570711,212,"tags=50%, list=6%, signal=47%","ECB_01091/ECB_03401/ECB_00742/ECB_02248/ECB_00744/ECB_00743/ECB_00745/ECB_00741"
"ebr00310","Lysine degradation - Escherichia coli B REL606",17,0.748535557369346,1.54359616633895,0.0662751411460616,0.0662751411460616,0.322240034645011,11,"tags=6%, list=0%, signal=6%","ECB_04002"
"ebr01240","Biosynthesis of cofactors - Escherichia coli B REL606",142,-0.374219604172485,-1.30236602313634,0.0757191867052751,0.0757191867052751,0.351423976574722,446,"tags=22%, list=12%, signal=20%","ECB_02248/ECB_04262/ECB_02458/ECB_00608/ECB_00750/ECB_00115/ECB_02236/ECB_00752/ECB_00425/ECB_00811/ECB_00037/ECB_03648/ECB_00132/ECB_02503/ECB_00744/ECB_02082/ECB_00373/ECB_02318/ECB_00371/ECB_02336/ECB_02306/ECB_00607/ECB_02422/ECB_00911/ECB_00743/ECB_01655/ECB_02443/ECB_00379/ECB_00749/ECB_00745/ECB_00741"
"ebr00300","Lysine biosynthesis - Escherichia coli B REL606",13,-0.634533123955007,-1.46490551291418,0.0824129509703805,0.0824129509703805,0.361050212626139,345,"tags=77%, list=9%, signal=70%","ECB_03685/ECB_00087/ECB_03826/ECB_02686/ECB_02370/ECB_00035/ECB_03285/ECB_00002/ECB_03896/ECB_00164"
"ebr03018","RNA degradation - Escherichia coli B REL606",16,-0.599869557068128,-1.45006614219333,0.084865410802845,0.084865410802845,0.361050212626139,244,"tags=25%, list=6%, signal=23%","ECB_04013/ECB_00014/ECB_02624/ECB_00764"
"ebr00770","Pantothenate and CoA biosynthesis - Escherichia coli B REL606",23,-0.535816459311735,-1.39809066950554,0.0970311283818977,0.0970311283818977,0.396295555917645,627,"tags=43%, list=17%, signal=36%","ECB_03555/ECB_00130/ECB_00133/ECB_02457/ECB_02626/ECB_03648/ECB_00132/ECB_00373/ECB_00079/ECB_03649"
"ebr01120","Microbial metabolism in diverse environments - Escherichia coli B REL606",266,-0.31319210297268,-1.16913822319657,0.107341669345696,0.107341669345696,0.421544207551925,436,"tags=20%, list=12%, signal=19%","ECB_01821/ECB_02298/ECB_04064/ECB_03777/ECB_00875/ECB_02518/ECB_03114/ECB_02137/ECB_02083/ECB_03826/ECB_00115/ECB_01748/ECB_02236/ECB_02686/ECB_03712/ECB_02314/ECB_02517/ECB_01423/ECB_00709/ECB_02370/ECB_00645/ECB_02844/ECB_01730/ECB_02765/ECB_02756/ECB_02096/ECB_02601/ECB_02624/ECB_02430/ECB_00035/ECB_01482/ECB_02608/ECB_02306/ECB_00539/ECB_02222/ECB_00911/ECB_00113/ECB_03238/ECB_01352/ECB_03078/ECB_03077/ECB_02443/ECB_03285/ECB_00002/ECB_00720/ECB_03896/ECB_00114/ECB_00164/ECB_00003/ECB_03957/ECB_00004/ECB_02707"
"ebr00520","Amino sugar and nucleotide sugar metabolism - Escherichia coli B REL606",44,0.596257010634872,1.39007684010668,0.11509650091474,0.11509650091474,0.435052143037352,308,"tags=16%, list=8%, signal=15%","ECB_02179/ECB_02182/ECB_02181/ECB_01932/ECB_01948/ECB_01955/ECB_02180"
"ebr00280","Valine, leucine and isoleucine degradation - Escherichia coli B REL606",10,-0.64345002671677,-1.39904233668041,0.119302958812305,0.119302958812305,0.435052143037352,385,"tags=50%, list=10%, signal=45%","ECB_02265/ECB_02151/ECB_02518/ECB_00115/ECB_03648"
"ebr00190","Oxidative phosphorylation - Escherichia coli B REL606",42,0.589352442148731,1.36621443293218,0.130257623554154,0.130257623554154,0.455819400500394,38,"tags=7%, list=1%, signal=7%","ECB_00692/ECB_00693/ECB_00694"
"ebr01250","Biosynthesis of nucleotide sugars - Escherichia coli B REL606",46,0.577952233809371,1.35459373388909,0.133926318703724,0.133926318703724,0.455819400500394,314,"tags=15%, list=8%, signal=14%","ECB_02179/ECB_02181/ECB_01932/ECB_01948/ECB_01955/ECB_02814/ECB_01946"
"ebr00630","Glyoxylate and dicarboxylate metabolism - Escherichia coli B REL606",39,-0.439216099428249,-1.26975325783532,0.145961908090162,0.145961908090162,0.480757388276596,500,"tags=23%, list=13%, signal=20%","ECB_02990/ECB_01821/ECB_03777/ECB_00115/ECB_02737/ECB_02844/ECB_02443/ECB_02735/ECB_02736"
"ebr00561","Glycerolipid metabolism - Escherichia coli B REL606",14,0.685864366137141,1.3756741981763,0.151262450020546,0.151262450020546,0.482646633289243,704,"tags=36%, list=19%, signal=29%","ECB_02929/ECB_01086/ECB_03914/ECB_00280/ECB_03913"
"ebr00450","Selenocompound metabolism - Escherichia coli B REL606",17,-0.526390337523328,-1.28933403237767,0.172547472842751,0.172547472842751,0.521627446037929,765,"tags=53%, list=20%, signal=42%","ECB_01591/ECB_02044/ECB_01557/ECB_02602/ECB_03825/ECB_03446/ECB_02881/ECB_02601/ECB_03708"
"ebr04122","Sulfur relay system - Escherichia coli B REL606",19,-0.50756478966509,-1.27344022462702,0.17813775297743,0.17813775297743,0.521627446037929,383,"tags=32%, list=10%, signal=29%","ECB_00750/ECB_00752/ECB_00751/ECB_00371/ECB_02422/ECB_00749"
"ebr00401","Novobiocin biosynthesis - Escherichia coli B REL606",4,-0.746522468699296,-1.30163496068874,0.18127088430017,0.18127088430017,0.521627446037929,276,"tags=75%, list=7%, signal=70%","ECB_01923/ECB_02489/ECB_00932"
"ebr00010","Glycolysis / Gluconeogenesis - Escherichia coli B REL606",48,-0.399705220272144,-1.19731760330539,0.188549370330027,0.188549370330027,0.521627446037929,432,"tags=19%, list=11%, signal=17%","ECB_02298/ECB_00115/ECB_01748/ECB_00709/ECB_00645/ECB_02756/ECB_02624/ECB_00113/ECB_00114"
"ebr00480","Glutathione metabolism - Escherichia coli B REL606",24,-0.472008991446663,-1.24232090191377,0.189022729157043,0.189022729157043,0.521627446037929,813,"tags=42%, list=21%, signal=33%","ECB_04126/ECB_00232/ECB_00805/ECB_02543/ECB_02795/ECB_00671/ECB_00672/ECB_02864/ECB_03349/ECB_02415"
"ebr00250","Alanine, aspartate and glutamate metabolism - Escherichia coli B REL606",33,-0.425390730889334,-1.19216784959086,0.212196018698461,0.212196018698461,0.570166587638524,537,"tags=39%, list=14%, signal=34%","ECB_00795/ECB_03613/ECB_02518/ECB_02517/ECB_00631/ECB_01730/ECB_00037/ECB_01481/ECB_01482/ECB_00932/ECB_03078/ECB_03077/ECB_02215"
"ebr03060","Protein export - Escherichia coli B REL606",18,-0.490514643512538,-1.21632667111157,0.224944082918803,0.224944082918803,0.571203596529269,193,"tags=44%, list=5%, signal=42%","ECB_02462/ECB_03857/ECB_03729/ECB_00356/ECB_00031/ECB_00357/ECB_00355/ECB_03151"
"ebr00552","Teichoic acid biosynthesis - Escherichia coli B REL606",3,-0.762716129201335,-1.24194021398221,0.229269224953376,0.229269224953376,0.571203596529269,483,"tags=67%, list=13%, signal=58%","ECB_00808/ECB_02927"
"ebr00030","Pentose phosphate pathway - Escherichia coli B REL606",32,-0.420687559515392,-1.1718433896022,0.231289072389818,0.231289072389818,0.571203596529269,760,"tags=34%, list=20%, signal=28%","ECB_03374/ECB_02745/ECB_00123/ECB_00008/ECB_01822/ECB_01821/ECB_00645/ECB_02765/ECB_02756/ECB_03238/ECB_00720"
"ebr01502","Vancomycin resistance - Escherichia coli B REL606",8,-0.602760073197092,-1.24228375331926,0.234959005170287,0.234959005170287,0.571203596529269,566,"tags=62%, list=15%, signal=53%","ECB_00093/ECB_00087/ECB_03925/ECB_00328/ECB_00088"
"ebr00550","Peptidoglycan biosynthesis - Escherichia coli B REL606",23,-0.45112516982785,-1.17710809318097,0.244974337665986,0.244974337665986,0.581701609635266,731,"tags=57%, list=19%, signal=46%","ECB_00806/ECB_00091/ECB_00092/ECB_00148/ECB_00601/ECB_00089/ECB_00093/ECB_00087/ECB_00808/ECB_02411/ECB_02927/ECB_00328/ECB_00088"
"ebr00910","Nitrogen metabolism - Escherichia coli B REL606",25,-0.436378698271556,-1.15801073185108,0.258605284304201,0.258605284304201,0.600112741088697,305,"tags=24%, list=8%, signal=22%","ECB_03712/ECB_01423/ECB_01730/ECB_03078/ECB_03077/ECB_02707"
"ebr00230","Purine metabolism - Escherichia coli B REL606",77,-0.337230914220601,-1.08541744541142,0.285906040268456,0.285906040268456,0.644175630605792,504,"tags=21%, list=13%, signal=18%","ECB_00243/ECB_02449/ECB_03882/ECB_03251/ECB_02531/ECB_02216/ECB_00632/ECB_00124/ECB_00425/ECB_03712/ECB_02626/ECB_00645/ECB_02399/ECB_02601/ECB_00431/ECB_02707"
"ebr00460","Cyanoamino acid metabolism - Escherichia coli B REL606",7,-0.593594465535551,-1.18493432839057,0.290211083066733,0.290211083066733,0.644175630605792,537,"tags=29%, list=14%, signal=25%","ECB_00795/ECB_02443"
"ebr00627","Aminobenzoate degradation - Escherichia coli B REL606",3,-0.724103469601999,-1.17906673735148,0.302590349300223,0.302590349300223,0.649745073034321,575,"tags=67%, list=15%, signal=57%","ECB_00972/ECB_02236"
"ebr00999","Biosynthesis of various plant secondary metabolites - Escherichia coli B REL606",3,-0.714208871896945,-1.16295524013698,0.321928711839917,0.321928711839917,0.649745073034321,656,"tags=67%, list=17%, signal=55%","ECB_02772/ECB_03132"
"ebr03020","RNA polymerase - Escherichia coli B REL606",4,-0.667583051221449,-1.16399636322684,0.324083457590213,0.324083457590213,0.649745073034321,688,"tags=100%, list=18%, signal=82%","ECB_03146/ECB_03864/ECB_03863"
"ebr00562","Inositol phosphate metabolism - Escherichia coli B REL606",3,-0.70719401365696,-1.15153285871606,0.335476906534048,0.335476906534048,0.649745073034321,236,"tags=67%, list=6%, signal=63%","ECB_03804/ECB_00983"
"ebr00650","Butanoate metabolism - Escherichia coli B REL606",33,0.496024035597082,1.11646535476182,0.336992254572333,0.336992254572333,0.649745073034321,377,"tags=15%, list=10%, signal=14%","ECB_02981/ECB_01451/ECB_01349/ECB_04025/ECB_04026"
"ebr00511","Other glycan degradation - Escherichia coli B REL606",3,0.727170801896514,1.1329710225944,0.352186144872656,0.352186144872656,0.649745073034321,285,"tags=33%, list=8%, signal=31%","ECB_02945"
"ebr00670","One carbon pool by folate - Escherichia coli B REL606",13,-0.472967406994288,-1.09190920974487,0.354478571665041,0.354478571665041,0.649745073034321,591,"tags=23%, list=16%, signal=20%","ECB_03827/ECB_02737/ECB_02443"
"ebr00220","Arginine biosynthesis - Escherichia coli B REL606",18,-0.434353267469356,-1.07706359207589,0.357395701297386,0.357395701297386,0.649745073034321,305,"tags=33%, list=8%, signal=31%","ECB_03712/ECB_01730/ECB_01481/ECB_00932/ECB_02215/ECB_02707"
"ebr00470","D-Amino acid metabolism - Escherichia coli B REL606",14,-0.462720078977561,-1.0861266987855,0.357846698814495,0.357846698814495,0.649745073034321,731,"tags=57%, list=19%, signal=46%","ECB_00089/ECB_03685/ECB_00093/ECB_02276/ECB_03925/ECB_02686/ECB_00328/ECB_01481"
"ebr01232","Nucleotide metabolism - Escherichia coli B REL606",61,0.447130470706749,1.0825471480726,0.36109689509098,0.36109689509098,0.649745073034321,199,"tags=8%, list=5%, signal=8%","ECB_03549/ECB_02954/ECB_01214/ECB_02532/ECB_02625"
"ebr00440","Phosphonate and phosphinate metabolism - Escherichia coli B REL606",5,-0.610244306381614,-1.12366192490871,0.362718512420706,0.362718512420706,0.649745073034321,1358,"tags=100%, list=36%, signal=64%","ECB_03964/ECB_03967/ECB_03970/ECB_03971"
"ebr00330","Arginine and proline metabolism - Escherichia coli B REL606",25,-0.397375183771419,-1.05450776859928,0.370563930965831,0.370563930965831,0.652353925656726,238,"tags=20%, list=6%, signal=19%","ECB_02768/ECB_00291/ECB_00932/ECB_00333/ECB_02767"
"ebr00785","Lipoic acid metabolism - Escherichia coli B REL606",3,-0.686430435005505,-1.11772326386663,0.377446697693174,0.377446697693174,0.653208379593896,701,"tags=100%, list=19%, signal=82%","ECB_00599/ECB_04262"
"ebr00360","Phenylalanine metabolism - Escherichia coli B REL606",20,-0.411650362566639,-1.04362499570037,0.391242449053089,0.391242449053089,0.656861603108769,166,"tags=50%, list=4%, signal=48%","ECB_02433/ECB_02432/ECB_02434/ECB_03292/ECB_02431/ECB_03828/ECB_00302/ECB_02430/ECB_00932/ECB_00768"
"ebr00525","Acarbose and validamycin biosynthesis - Escherichia coli B REL606",4,0.670492067048189,1.100052536738,0.392858877551402,0.392858877551402,0.656861603108769,826,"tags=50%, list=22%, signal=39%","ECB_01947/ECB_01945"
"ebr03070","Bacterial secretion system - Escherichia coli B REL606",40,0.457160121670287,1.05354412581008,0.398857200238211,0.398857200238211,0.656861603108769,700,"tags=30%, list=18%, signal=25%","ECB_03176/ECB_03177/ECB_00098/ECB_02907/ECB_03175/ECB_02838/ECB_03178/ECB_02831/ECB_02839/ECB_02837/ECB_03179/ECB_02833"
"ebr00430","Taurine and hypotaurine metabolism - Escherichia coli B REL606",6,0.599539598750511,1.05513919733276,0.431712702608833,0.431712702608833,0.675114963234577,51,"tags=17%, list=1%, signal=16%","ECB_01451"
"ebr00500","Starch and sucrose metabolism - Escherichia coli B REL606",35,0.450837847273996,1.02214698223759,0.43297710489128,0.43297710489128,0.675114963234577,205,"tags=17%, list=5%, signal=16%","ECB_03381/ECB_03268/ECB_03521/ECB_03269/ECB_01948/ECB_01706"
"ebr00540","Lipopolysaccharide biosynthesis - Escherichia coli B REL606",37,0.445364502773034,1.01665986554778,0.438554543567205,0.438554543567205,0.675114963234577,715,"tags=32%, list=19%, signal=27%","ECB_00592/ECB_02183/ECB_03473/ECB_03487/ECB_02814/ECB_03985/ECB_03490/ECB_03062/ECB_03482/ECB_03489/ECB_03488/ECB_03063"
"ebr00633","Nitrotoluene degradation - Escherichia coli B REL606",6,-0.541631051098567,-1.04198891696295,0.439141198181573,0.439141198181573,0.675114963234577,515,"tags=33%, list=14%, signal=29%","ECB_01620/ECB_00539"
"ebr03440","Homologous recombination - Escherichia coli B REL606",28,-0.366592396815628,-0.995209090812492,0.444380643178834,0.444380643178834,0.675114963234577,513,"tags=21%, list=14%, signal=19%","ECB_02670/ECB_02549/ECB_02724/ECB_02667/ECB_04068/ECB_00423"
"ebr00410","beta-Alanine metabolism - Escherichia coli B REL606",13,0.512362906770655,1.01680349275989,0.449612645618079,0.449612645618079,0.675114963234577,876,"tags=46%, list=23%, signal=36%","ECB_01451/ECB_02076/ECB_02075/ECB_01279/ECB_01401/ECB_03365"
"ebr00541","O-Antigen nucleotide sugar biosynthesis - Escherichia coli B REL606",22,0.459697104260373,0.981932863709723,0.476610758424088,0.476610758424088,0.702918815588404,960,"tags=45%, list=25%, signal=34%","ECB_01932/ECB_01948/ECB_01955/ECB_01946/ECB_01930/ECB_01947/ECB_01945/ECB_01212/ECB_01582/ECB_01933"
"ebr00543","Exopolysaccharide biosynthesis - Escherichia coli B REL606",10,0.518965304726569,0.990510102661243,0.482959680178087,0.482959680178087,0.702918815588404,872,"tags=40%, list=23%, signal=31%","ECB_01024/ECB_03673/ECB_01023/ECB_01950"
"ebr00680","Methane metabolism - Escherichia coli B REL606",32,-0.345749350456475,-0.963099767576677,0.488782207334411,0.488782207334411,0.702918815588404,413,"tags=22%, list=11%, signal=20%","ECB_03777/ECB_02083/ECB_02756/ECB_02624/ECB_02222/ECB_00911/ECB_02443"
"ebr03430","Mismatch repair - Escherichia coli B REL606",23,0.442276953226227,0.950430071735134,0.51091824457354,0.51091824457354,0.724547802977096,1191,"tags=52%, list=31%, signal=36%","ECB_00370/ECB_04247/ECB_03239/ECB_04037/ECB_01914/ECB_04125/ECB_02679/ECB_01815/ECB_03504/ECB_02401/ECB_03584/ECB_01095"
"ebr00350","Tyrosine metabolism - Escherichia coli B REL606",19,-0.372131956927167,-0.933649875778248,0.534049582188168,0.534049582188168,0.734522684664712,282,"tags=16%, list=7%, signal=15%","ECB_02517/ECB_00932/ECB_00768"
"ebr00625","Chloroalkane and chloroalkene degradation - Escherichia coli B REL606",4,0.592068988381199,0.971386575026889,0.539533415282069,0.539533415282069,0.734522684664712,781,"tags=50%, list=21%, signal=40%","ECB_01436/ECB_03444"
"ebr00626","Naphthalene degradation - Escherichia coli B REL606",4,0.592068988381199,0.971386575026889,0.539533415282069,0.539533415282069,0.734522684664712,781,"tags=50%, list=21%, signal=40%","ECB_01436/ECB_03444"
"ebr02010","ABC transporters - Escherichia coli B REL606",180,0.352925246265625,0.94085814996943,0.570118405310743,0.570118405310743,0.756924931328421,92,"tags=3%, list=2%, signal=3%","ECB_02533/ECB_02535/ECB_02534/ECB_01454/ECB_02439"
"ebr00340","Histidine metabolism - Escherichia coli B REL606",8,-0.437300795778616,-0.901273488517416,0.580951623058217,0.580951623058217,0.756924931328421,1252,"tags=100%, list=33%, signal=67%","ECB_01924/ECB_01921/ECB_01925/ECB_01923/ECB_01926/ECB_01922/ECB_01927"
"ebr00521","Streptomycin biosynthesis - Escherichia coli B REL606",9,-0.421487804821408,-0.893892940457805,0.587546497616178,0.587546497616178,0.756924931328421,432,"tags=33%, list=11%, signal=30%","ECB_02298/ECB_00645/ECB_01944"
"ebr00362","Benzoate degradation - Escherichia coli B REL606",9,-0.419867549668874,-0.890456697164351,0.591740213472282,0.591740213472282,0.756924931328421,2200,"tags=100%, list=58%, signal=42%","ECB_02692/ECB_03736/ECB_03737/ECB_00304/ECB_00306/ECB_00305/ECB_02265/ECB_02151"
"ebr00564","Glycerophospholipid metabolism - Escherichia coli B REL606",29,0.397689847086434,0.880667758800602,0.593054585370722,0.593054585370722,0.756924931328421,553,"tags=28%, list=15%, signal=24%","ECB_02929/ECB_01255/ECB_01043/ECB_03704/ECB_04030/ECB_03298/ECB_03914/ECB_01223"
"ebr03030","DNA replication - Escherichia coli B REL606",18,0.407619112640654,0.847095159669889,0.631038394277882,0.631038394277882,0.772528282823757,1401,"tags=50%, list=37%, signal=32%","ECB_04247/ECB_04125/ECB_00207/ECB_02936/ECB_03504/ECB_03584/ECB_01095/ECB_03931/ECB_03749"
"ebr00621","Dioxin degradation - Escherichia coli B REL606",3,-0.535929302109328,-0.872660386555556,0.657025487659403,0.657025487659403,0.772528282823757,1663,"tags=100%, list=44%, signal=56%","ECB_00306/ECB_00305"
"ebr00622","Xylene degradation - Escherichia coli B REL606",3,-0.535929302109328,-0.872660386555556,0.657025487659403,0.657025487659403,0.772528282823757,1663,"tags=100%, list=44%, signal=56%","ECB_00306/ECB_00305"
